date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:21:25	43698/43698	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ab7-b0b5%22	https://templates.envytheme.com/ridgi/default/assets/img/who-we-are-img.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/who-we-are-img.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:25	31133/31133	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ab6-7f17%22	https://templates.envytheme.com/ridgi/default/assets/img/who-we-are-img-two.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/who-we-are-img-two.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:26	176973/176973	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ab6-2be59%22	https://templates.envytheme.com/ridgi/default/assets/img/support-img.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/support-img.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:26	42223/42223	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ad9-1625d%22	https://templates.envytheme.com/ridgi/default/assets/img/customer/1.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/customer/1.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:26	52337/52337	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ad9-19500%22	https://templates.envytheme.com/ridgi/default/assets/img/customer/2.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/customer/2.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:26	53672/53672	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ad9-195ea%22	https://templates.envytheme.com/ridgi/default/assets/img/customer/3.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/customer/3.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:26	49133/49133	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ad9-17e96%22	https://templates.envytheme.com/ridgi/default/assets/img/customer/4.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/customer/4.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:27	38595/38595	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ada-156e1%22	https://templates.envytheme.com/ridgi/default/assets/img/customer/5.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/customer/5.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:27	3833/3833	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ada-344b%22	https://templates.envytheme.com/ridgi/default/assets/img/customer/6.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/customer/6.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:27	33607/33607	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ad0-89b9%22	https://templates.envytheme.com/ridgi/default/assets/img/blog/1.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/blog/1.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:27	49164/49164	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ad1-c93d%22	https://templates.envytheme.com/ridgi/default/assets/img/blog/2.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/blog/2.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:27	65939/65939	---M--	200	added ('OK')	image/jpeg	etag:%22602a4ad1-10baf%22	https://templates.envytheme.com/ridgi/default/assets/img/blog/3.jpg	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/img/blog/3.jpg	(from https://templates.envytheme.com/ridgi/default/index.html)
